"Date","Name","Count","Cumulative"
"2020-05-17","kml_51",0,0
"2020-05-17","kml_52",0,0
"2020-05-17","kml_53",0,0
"2020-05-17","kml_54",0,0
"2020-05-17","kml_55",0,0
"2020-05-17","kml_6",0,0
"2020-05-17","kml_8",0,0
"2020-05-17","kml_9",0,0
"2020-05-19","kml_1",0,0
"2020-05-19","kml_10",0,0
"2020-05-19","kml_11",0,0
"2020-05-19","kml_12",0,0
"2020-05-19","kml_13",0,0
"2020-05-19","kml_14",0,0
"2020-05-19","kml_15",0,0
"2020-05-19","kml_16",0,0
"2020-05-19","kml_17",0,0
"2020-05-19","kml_18",0,0
"2020-05-19","kml_19",0,0
"2020-05-19","kml_2",0,1
"2020-05-19","kml_20",0,0
"2020-05-19","kml_21",0,0
"2020-05-19","kml_22",0,0
"2020-05-19","kml_25",0,0
"2020-05-19","kml_26",0,0
"2020-05-19","kml_28",0,0
"2020-05-19","kml_29",0,0
"2020-05-19","kml_3",0,0
"2020-05-19","kml_30",0,0
"2020-05-19","kml_33",0,0
"2020-05-19","kml_34",0,0
"2020-05-19","kml_35",0,0
"2020-05-19","kml_36",0,0
"2020-05-19","kml_37",0,0
"2020-05-19","kml_39",0,0
"2020-05-19","kml_4",0,0
"2020-05-19","kml_41",0,1
"2020-05-19","kml_42",0,0
"2020-05-19","kml_43",0,0
"2020-05-19","kml_44",0,0
"2020-05-19","kml_45",0,0
"2020-05-19","kml_46",0,0
"2020-05-19","kml_47",0,0
"2020-05-19","kml_48",0,0
"2020-05-19","kml_49",0,0
"2020-05-19","kml_5",0,0
"2020-05-19","kml_50",0,0
"2020-05-19","kml_51",0,0
"2020-05-19","kml_52",1,1
"2020-05-19","kml_53",0,0
"2020-05-19","kml_54",0,0
"2020-05-19","kml_55",0,0
"2020-05-19","kml_6",0,0
"2020-05-19","kml_8",0,0
"2020-05-19","kml_9",0,0
"2020-05-20","kml_1",0,0
"2020-05-20","kml_10",0,0
"2020-05-20","kml_11",0,0
"2020-05-20","kml_12",0,0
"2020-05-20","kml_13",0,0
"2020-05-20","kml_14",0,0
"2020-05-20","kml_15",0,0
"2020-05-20","kml_16",0,0
"2020-05-20","kml_17",0,0
"2020-05-20","kml_18",0,0
"2020-05-20","kml_19",0,0
"2020-05-20","kml_2",2,3
"2020-05-20","kml_20",0,0
"2020-05-20","kml_21",0,0
"2020-05-20","kml_22",0,0
"2020-05-20","kml_25",0,0
"2020-05-20","kml_26",0,0
"2020-05-20","kml_28",0,0
"2020-05-20","kml_29",0,0
"2020-05-20","kml_3",0,0
"2020-05-20","kml_30",0,0
"2020-05-20","kml_33",0,0
"2020-05-20","kml_34",0,0
"2020-05-20","kml_35",0,0
"2020-05-20","kml_36",0,0
"2020-05-20","kml_37",0,0
"2020-05-20","kml_39",1,1
"2020-05-20","kml_4",0,0
"2020-05-20","kml_41",0,1
"2020-05-20","kml_42",0,0
"2020-05-20","kml_43",0,0
"2020-05-20","kml_44",0,0
"2020-05-20","kml_45",0,0
"2020-05-20","kml_46",0,0
"2020-05-20","kml_47",0,0
"2020-05-20","kml_48",0,0
"2020-05-20","kml_49",0,0
"2020-05-20","kml_5",0,0
"2020-05-20","kml_50",0,0
"2020-05-20","kml_51",0,0
"2020-05-20","kml_52",0,1
"2020-05-20","kml_53",0,0
"2020-05-20","kml_54",0,0
"2020-05-20","kml_55",0,0
"2020-05-20","kml_6",0,0
"2020-05-20","kml_8",0,0
"2020-05-20","kml_9",0,0
"2020-05-21","kml_1",0,0
"2020-05-21","kml_10",0,0
"2020-05-21","kml_11",0,0
"2020-05-21","kml_12",0,0
"2020-05-21","kml_13",0,0
"2020-05-21","kml_14",0,0
"2020-05-21","kml_15",0,0
"2020-05-21","kml_16",0,0
"2020-05-21","kml_17",0,0
"2020-05-21","kml_18",0,0
"2020-05-21","kml_19",0,0
"2020-05-21","kml_2",1,4
"2020-05-21","kml_20",0,0
"2020-05-21","kml_21",0,0
"2020-05-21","kml_22",0,0
"2020-05-21","kml_25",0,0
"2020-05-21","kml_26",0,0
"2020-05-21","kml_28",0,0
"2020-05-21","kml_29",0,0
"2020-05-21","kml_3",0,0
"2020-05-21","kml_30",0,0
"2020-05-21","kml_33",0,0
"2020-05-21","kml_34",0,0
"2020-05-21","kml_35",0,0
"2020-05-21","kml_36",0,0
"2020-05-21","kml_37",0,0
"2020-05-21","kml_39",0,1
"2020-05-21","kml_4",0,0
"2020-05-21","kml_41",0,1
"2020-05-21","kml_42",0,0
"2020-05-21","kml_43",0,0
"2020-05-21","kml_44",0,0
"2020-05-21","kml_45",0,0
"2020-05-21","kml_46",0,0
"2020-05-21","kml_47",0,0
"2020-05-21","kml_48",0,0
"2020-05-21","kml_49",0,0
"2020-05-21","kml_5",0,0
"2020-05-21","kml_50",0,0
"2020-05-21","kml_51",0,0
"2020-05-21","kml_52",0,1
"2020-05-21","kml_53",0,0
"2020-05-21","kml_54",0,0
"2020-05-21","kml_55",0,0
"2020-05-21","kml_6",0,0
"2020-05-21","kml_8",0,0
"2020-05-21","kml_9",0,0
"2020-05-22","kml_1",0,0
"2020-05-22","kml_10",0,0
"2020-05-22","kml_11",0,0
"2020-05-22","kml_12",0,0
"2020-05-22","kml_13",0,0
"2020-05-22","kml_14",0,0
"2020-05-22","kml_15",0,0
"2020-05-22","kml_16",0,0
"2020-05-22","kml_17",0,0
"2020-05-22","kml_18",0,0
"2020-05-22","kml_19",0,0
"2020-05-22","kml_2",1,5
"2020-05-22","kml_20",0,0
"2020-05-22","kml_21",0,0
"2020-05-22","kml_22",0,0
"2020-05-22","kml_25",0,0
"2020-05-22","kml_26",0,0
"2020-05-22","kml_28",0,0
"2020-05-22","kml_29",0,0
"2020-05-22","kml_3",0,0
"2020-05-22","kml_30",0,0
"2020-05-22","kml_33",0,0
"2020-05-22","kml_34",0,0
"2020-05-22","kml_35",0,0
"2020-05-22","kml_36",0,0
"2020-05-22","kml_37",0,0
"2020-05-22","kml_39",0,1
"2020-05-22","kml_4",0,0
"2020-05-22","kml_41",0,1
"2020-05-22","kml_42",0,0
"2020-05-22","kml_43",0,0
"2020-05-22","kml_44",0,0
"2020-05-22","kml_45",0,0
"2020-05-22","kml_46",0,0
"2020-05-22","kml_47",0,0
"2020-05-22","kml_48",0,0
"2020-05-22","kml_49",0,0
"2020-05-22","kml_5",0,0
"2020-05-22","kml_50",0,0
"2020-05-22","kml_51",0,0
"2020-05-22","kml_52",0,1
"2020-05-22","kml_53",0,0
"2020-05-22","kml_54",0,0
"2020-05-22","kml_55",0,0
"2020-05-22","kml_6",0,0
"2020-05-22","kml_8",0,0
"2020-05-22","kml_9",0,0
"2020-05-23","kml_1",0,0
"2020-05-23","kml_10",0,0
"2020-05-23","kml_11",0,0
"2020-05-23","kml_12",1,1
"2020-05-23","kml_13",0,0
"2020-05-23","kml_14",0,0
"2020-05-23","kml_15",0,0
"2020-05-23","kml_16",0,0
"2020-05-23","kml_17",0,0
"2020-05-23","kml_18",0,0
"2020-05-23","kml_19",0,0
"2020-05-23","kml_2",0,5
"2020-05-23","kml_20",0,0
"2020-05-23","kml_21",0,0
"2020-05-23","kml_22",0,0
"2020-05-23","kml_25",0,0
"2020-05-23","kml_26",0,0
"2020-05-23","kml_28",0,0
"2020-05-23","kml_29",0,0
"2020-05-23","kml_3",0,0
"2020-05-23","kml_30",0,0
"2020-05-23","kml_33",0,0
"2020-05-23","kml_34",0,0
"2020-05-23","kml_35",0,0
"2020-05-23","kml_36",0,0
"2020-05-23","kml_37",0,0
"2020-05-23","kml_39",0,1
"2020-05-23","kml_4",0,0
"2020-05-23","kml_41",0,1
"2020-05-23","kml_42",0,0
"2020-05-23","kml_43",0,0
"2020-05-23","kml_44",0,0
"2020-05-23","kml_45",0,0
"2020-05-23","kml_46",0,0
"2020-05-23","kml_47",0,0
"2020-05-23","kml_48",0,0
"2020-05-23","kml_49",0,0
"2020-05-23","kml_5",0,0
"2020-05-23","kml_50",0,0
"2020-05-23","kml_51",0,0
"2020-05-23","kml_52",0,1
"2020-05-23","kml_53",0,0
"2020-05-23","kml_54",0,0
"2020-05-23","kml_55",0,0
"2020-05-23","kml_6",0,0
"2020-05-23","kml_8",0,0
"2020-05-23","kml_9",0,0
"2020-05-24","kml_1",0,0
"2020-05-24","kml_10",0,0
"2020-05-24","kml_11",0,0
"2020-05-24","kml_12",1,2
"2020-05-24","kml_13",0,0
"2020-05-24","kml_14",0,0
"2020-05-24","kml_15",0,0
"2020-05-24","kml_16",0,0
"2020-05-24","kml_17",0,0
"2020-05-24","kml_18",0,0
"2020-05-24","kml_19",0,0
"2020-05-24","kml_2",1,6
"2020-05-24","kml_20",0,0
"2020-05-24","kml_21",0,0
"2020-05-24","kml_22",0,0
"2020-05-24","kml_25",0,0
"2020-05-24","kml_26",0,0
"2020-05-24","kml_28",0,0
"2020-05-24","kml_29",0,0
"2020-05-24","kml_3",0,0
"2020-05-24","kml_30",0,0
"2020-05-24","kml_33",0,0
"2020-05-24","kml_34",0,0
"2020-05-24","kml_35",0,0
"2020-05-24","kml_36",0,0
"2020-05-24","kml_37",0,0
"2020-05-24","kml_39",0,1
"2020-05-24","kml_4",0,0
"2020-05-24","kml_41",0,1
"2020-05-24","kml_42",0,0
"2020-05-24","kml_43",0,0
"2020-05-24","kml_44",0,0
"2020-05-24","kml_45",0,0
"2020-05-24","kml_46",0,0
"2020-05-24","kml_47",0,0
"2020-05-24","kml_48",0,0
"2020-05-24","kml_49",0,0
"2020-05-24","kml_5",2,2
"2020-05-24","kml_50",0,0
"2020-05-24","kml_51",0,0
"2020-05-24","kml_52",0,1
"2020-05-24","kml_53",0,0
"2020-05-24","kml_54",0,0
"2020-05-24","kml_55",0,0
"2020-05-24","kml_6",0,0
"2020-05-24","kml_8",0,0
"2020-05-24","kml_9",0,0
"2020-05-25","kml_1",0,0
"2020-05-25","kml_10",0,0
"2020-05-25","kml_11",0,0
"2020-05-25","kml_12",2,4
"2020-05-25","kml_13",0,0
"2020-05-25","kml_14",0,0
"2020-05-25","kml_15",0,0
"2020-05-25","kml_16",0,0
"2020-05-25","kml_17",0,0
"2020-05-25","kml_18",0,0
"2020-05-25","kml_19",0,0
"2020-05-25","kml_2",2,8
"2020-05-25","kml_20",0,0
"2020-05-25","kml_21",0,0
"2020-05-25","kml_22",0,0
"2020-05-25","kml_25",0,0
"2020-05-25","kml_26",0,0
"2020-05-25","kml_28",0,0
"2020-05-25","kml_29",0,0
"2020-05-25","kml_3",0,0
"2020-05-25","kml_30",0,0
"2020-05-25","kml_33",0,0
"2020-05-25","kml_34",0,0
"2020-05-25","kml_35",0,0
"2020-05-25","kml_36",0,0
"2020-05-25","kml_37",0,0
"2020-05-25","kml_39",0,1
"2020-05-25","kml_4",0,0
"2020-05-25","kml_41",0,1
"2020-05-25","kml_42",0,0
"2020-05-25","kml_43",0,0
"2020-05-25","kml_44",0,0
"2020-05-25","kml_45",0,0
"2020-05-25","kml_46",0,0
"2020-05-25","kml_47",0,0
"2020-05-25","kml_48",0,0
"2020-05-25","kml_49",0,0
"2020-05-25","kml_5",0,2
"2020-05-25","kml_50",0,0
"2020-05-25","kml_51",0,0
"2020-05-25","kml_52",0,1
"2020-05-25","kml_53",1,1
"2020-05-25","kml_54",0,0
"2020-05-25","kml_55",0,0
"2020-05-25","kml_6",0,0
"2020-05-25","kml_8",0,0
"2020-05-25","kml_9",0,0
"2020-05-26","kml_1",0,0
"2020-05-26","kml_10",0,0
"2020-05-26","kml_11",0,0
"2020-05-26","kml_12",0,4
"2020-05-26","kml_13",0,0
"2020-05-26","kml_14",0,0
"2020-05-26","kml_15",0,0
"2020-05-26","kml_16",0,0
"2020-05-26","kml_17",0,0
"2020-05-26","kml_18",0,0
"2020-05-26","kml_19",0,0
"2020-05-26","kml_2",0,8
"2020-05-26","kml_20",0,0
"2020-05-26","kml_21",0,0
"2020-05-26","kml_22",0,0
"2020-05-26","kml_25",0,0
"2020-05-26","kml_26",0,0
"2020-05-26","kml_28",0,0
"2020-05-26","kml_29",0,0
"2020-05-26","kml_3",0,0
"2020-05-26","kml_30",0,0
"2020-05-26","kml_33",0,0
"2020-05-26","kml_34",0,0
"2020-05-26","kml_35",0,0
"2020-05-26","kml_36",0,0
"2020-05-26","kml_37",0,0
"2020-05-26","kml_39",0,1
"2020-05-26","kml_4",0,0
"2020-05-26","kml_41",0,1
"2020-05-26","kml_42",0,0
"2020-05-26","kml_43",0,0
"2020-05-26","kml_44",0,0
"2020-05-26","kml_45",0,0
"2020-05-26","kml_46",0,0
"2020-05-26","kml_47",0,0
"2020-05-26","kml_48",0,0
"2020-05-26","kml_49",0,0
"2020-05-26","kml_5",0,2
"2020-05-26","kml_50",0,0
"2020-05-26","kml_51",1,1
"2020-05-26","kml_52",0,1
"2020-05-26","kml_53",0,1
"2020-05-26","kml_54",0,0
"2020-05-26","kml_55",0,0
"2020-05-26","kml_6",0,0
"2020-05-26","kml_8",0,0
"2020-05-26","kml_9",0,0
"2020-05-27","kml_1",0,0
"2020-05-27","kml_10",0,0
"2020-05-27","kml_11",0,0
"2020-05-27","kml_12",0,4
"2020-05-27","kml_13",0,0
"2020-05-27","kml_14",0,0
"2020-05-27","kml_15",0,0
"2020-05-27","kml_16",0,0
"2020-05-27","kml_17",0,0
"2020-05-27","kml_18",0,0
"2020-05-27","kml_19",0,0
"2020-05-27","kml_2",0,8
"2020-05-27","kml_20",0,0
"2020-05-27","kml_21",0,0
"2020-05-27","kml_22",0,0
"2020-05-27","kml_25",0,0
"2020-05-27","kml_26",0,0
"2020-05-27","kml_28",0,0
"2020-05-27","kml_29",0,0
"2020-05-27","kml_3",0,0
"2020-05-27","kml_30",0,0
"2020-05-27","kml_33",0,0
"2020-05-27","kml_34",0,0
"2020-05-27","kml_35",0,0
"2020-05-27","kml_36",0,0
"2020-05-27","kml_37",0,0
"2020-05-27","kml_39",0,1
"2020-05-27","kml_4",0,0
"2020-05-27","kml_41",0,1
"2020-05-27","kml_42",0,0
"2020-05-27","kml_43",0,0
"2020-05-27","kml_44",0,0
"2020-05-27","kml_45",0,0
"2020-05-27","kml_46",0,0
"2020-05-27","kml_47",0,0
"2020-05-27","kml_48",0,0
"2020-05-27","kml_49",0,0
"2020-05-27","kml_5",0,2
"2020-05-27","kml_50",0,0
"2020-05-27","kml_51",1,2
"2020-05-27","kml_52",0,1
"2020-05-27","kml_53",0,1
"2020-05-27","kml_54",0,0
"2020-05-27","kml_55",0,0
"2020-05-27","kml_6",0,0
"2020-05-27","kml_8",0,0
"2020-05-27","kml_9",0,0
"2020-05-28","kml_1",0,0
"2020-05-28","kml_10",0,0
"2020-05-28","kml_11",0,0
"2020-05-28","kml_12",0,4
"2020-05-28","kml_13",0,0
"2020-05-28","kml_14",0,0
"2020-05-28","kml_15",0,0
"2020-05-28","kml_16",0,0
"2020-05-28","kml_17",0,0
"2020-05-28","kml_18",0,0
"2020-05-28","kml_19",0,0
"2020-05-28","kml_2",0,8
"2020-05-28","kml_20",0,0
"2020-05-28","kml_21",0,0
"2020-05-28","kml_22",0,0
"2020-05-28","kml_25",0,0
"2020-05-28","kml_26",0,0
"2020-05-28","kml_28",0,0
"2020-05-28","kml_29",0,0
"2020-05-28","kml_3",0,0
"2020-05-28","kml_30",0,0
"2020-05-28","kml_33",0,0
"2020-05-28","kml_34",0,0
"2020-05-28","kml_35",0,0
"2020-05-28","kml_36",0,0
"2020-05-28","kml_37",0,0
"2020-05-28","kml_39",0,1
"2020-05-28","kml_4",0,0
"2020-05-28","kml_41",0,1
"2020-05-28","kml_42",0,0
"2020-05-28","kml_43",0,0
"2020-05-28","kml_44",0,0
"2020-05-28","kml_45",0,0
"2020-05-28","kml_46",0,0
"2020-05-28","kml_47",0,0
"2020-05-28","kml_48",0,0
"2020-05-28","kml_49",0,0
"2020-05-28","kml_5",0,2
"2020-05-28","kml_50",0,0
"2020-05-28","kml_51",0,2
"2020-05-28","kml_52",0,1
"2020-05-28","kml_53",0,1
"2020-05-28","kml_54",0,0
"2020-05-28","kml_55",2,2
"2020-05-28","kml_6",0,0
"2020-05-28","kml_8",0,0
"2020-05-28","kml_9",0,0
"2020-05-29","kml_1",0,0
"2020-05-29","kml_10",0,0
"2020-05-29","kml_11",0,0
"2020-05-29","kml_12",1,5
"2020-05-29","kml_13",0,0
"2020-05-29","kml_14",0,0
"2020-05-29","kml_15",0,0
"2020-05-29","kml_16",0,0
"2020-05-29","kml_17",0,0
"2020-05-29","kml_18",0,0
"2020-05-29","kml_19",0,0
"2020-05-29","kml_2",0,8
"2020-05-29","kml_20",0,0
"2020-05-29","kml_21",0,0
"2020-05-29","kml_22",0,0
"2020-05-29","kml_25",0,0
"2020-05-29","kml_26",0,0
"2020-05-29","kml_28",0,0
"2020-05-29","kml_29",0,0
"2020-05-29","kml_3",0,0
"2020-05-29","kml_30",0,0
"2020-05-29","kml_33",0,0
"2020-05-29","kml_34",0,0
"2020-05-29","kml_35",0,0
"2020-05-29","kml_36",0,0
"2020-05-29","kml_37",0,0
"2020-05-29","kml_39",0,1
"2020-05-29","kml_4",0,0
"2020-05-29","kml_41",0,1
"2020-05-29","kml_42",0,0
"2020-05-29","kml_43",0,0
"2020-05-29","kml_44",0,0
"2020-05-29","kml_45",2,2
"2020-05-29","kml_46",0,0
"2020-05-29","kml_47",0,0
"2020-05-29","kml_48",0,0
"2020-05-29","kml_49",0,0
"2020-05-29","kml_5",0,2
"2020-05-29","kml_50",0,0
"2020-05-29","kml_51",0,2
"2020-05-29","kml_52",0,1
"2020-05-29","kml_53",0,1
"2020-05-29","kml_54",0,0
"2020-05-29","kml_55",0,2
"2020-05-29","kml_6",0,0
"2020-05-29","kml_8",0,0
"2020-05-29","kml_9",0,0
"2020-05-30","kml_1",0,0
"2020-05-30","kml_10",0,0
"2020-05-30","kml_11",1,1
"2020-05-30","kml_12",0,5
"2020-05-30","kml_13",0,0
"2020-05-30","kml_14",0,0
"2020-05-30","kml_15",0,0
"2020-05-30","kml_16",0,0
"2020-05-30","kml_17",0,0
"2020-05-30","kml_18",0,0
"2020-05-30","kml_19",2,2
"2020-05-30","kml_2",0,8
"2020-05-30","kml_20",0,0
"2020-05-30","kml_21",0,0
"2020-05-30","kml_22",0,0
"2020-05-30","kml_25",0,0
"2020-05-30","kml_26",0,0
"2020-05-30","kml_28",0,0
"2020-05-30","kml_29",0,0
"2020-05-30","kml_3",0,0
"2020-05-30","kml_30",0,0
"2020-05-30","kml_33",0,0
"2020-05-30","kml_34",0,0
"2020-05-30","kml_35",0,0
"2020-05-30","kml_36",0,0
"2020-05-30","kml_37",0,0
"2020-05-30","kml_39",0,1
"2020-05-30","kml_4",0,0
"2020-05-30","kml_41",0,1
"2020-05-30","kml_42",0,0
"2020-05-30","kml_43",0,0
"2020-05-30","kml_44",0,0
"2020-05-30","kml_45",0,2
"2020-05-30","kml_46",0,0
"2020-05-30","kml_47",0,0
"2020-05-30","kml_48",0,0
"2020-05-30","kml_49",0,0
"2020-05-30","kml_5",0,2
"2020-05-30","kml_50",0,0
"2020-05-30","kml_51",0,2
"2020-05-30","kml_52",0,1
"2020-05-30","kml_53",0,1
"2020-05-30","kml_54",0,0
"2020-05-30","kml_55",0,2
"2020-05-30","kml_6",0,0
"2020-05-30","kml_8",0,0
"2020-05-30","kml_9",0,0
"2020-06-02","kml_1",0,0
"2020-06-02","kml_10",1,1
"2020-06-02","kml_11",0,1
"2020-06-02","kml_12",0,5
"2020-06-02","kml_13",0,0
"2020-06-02","kml_14",0,0
"2020-06-02","kml_15",0,0
"2020-06-02","kml_16",0,0
"2020-06-02","kml_17",0,0
"2020-06-02","kml_18",0,0
"2020-06-02","kml_19",0,2
"2020-06-02","kml_2",0,8
"2020-06-02","kml_20",0,0
"2020-06-02","kml_21",0,0
"2020-06-02","kml_22",0,0
"2020-06-02","kml_25",0,0
"2020-06-02","kml_26",0,0
"2020-06-02","kml_28",0,0
"2020-06-02","kml_29",0,0
"2020-06-02","kml_3",0,0
"2020-06-02","kml_30",0,0
"2020-06-02","kml_33",0,0
"2020-06-02","kml_34",0,0
"2020-06-02","kml_35",0,0
"2020-06-02","kml_36",0,0
"2020-06-02","kml_37",0,0
"2020-06-02","kml_39",0,1
"2020-06-02","kml_4",0,0
"2020-06-02","kml_41",0,1
"2020-06-02","kml_42",0,0
"2020-06-02","kml_43",0,0
"2020-06-02","kml_44",0,0
"2020-06-02","kml_45",0,2
"2020-06-02","kml_46",0,0
"2020-06-02","kml_47",1,1
"2020-06-02","kml_48",0,0
"2020-06-02","kml_49",0,0
"2020-06-02","kml_5",0,2
"2020-06-02","kml_50",0,0
"2020-06-02","kml_51",0,2
"2020-06-02","kml_52",0,1
"2020-06-02","kml_53",0,1
"2020-06-02","kml_54",0,0
"2020-06-02","kml_55",0,2
"2020-06-02","kml_6",0,0
"2020-06-02","kml_8",0,0
"2020-06-02","kml_9",0,0
"2020-06-03","kml_1",0,0
"2020-06-03","kml_10",0,1
"2020-06-03","kml_11",0,1
"2020-06-03","kml_12",1,6
"2020-06-03","kml_13",0,0
"2020-06-03","kml_14",0,0
"2020-06-03","kml_15",0,0
"2020-06-03","kml_16",0,0
"2020-06-03","kml_17",0,0
"2020-06-03","kml_18",0,0
"2020-06-03","kml_19",0,2
"2020-06-03","kml_2",0,8
"2020-06-03","kml_20",0,0
"2020-06-03","kml_21",1,1
"2020-06-03","kml_22",0,0
"2020-06-03","kml_25",0,0
"2020-06-03","kml_26",0,0
"2020-06-03","kml_28",0,0
"2020-06-03","kml_29",1,1
"2020-06-03","kml_3",0,0
"2020-06-03","kml_30",0,0
"2020-06-03","kml_33",0,0
"2020-06-03","kml_34",0,0
"2020-06-03","kml_35",0,0
"2020-06-03","kml_36",0,0
"2020-06-03","kml_37",0,0
"2020-06-03","kml_39",0,1
"2020-06-03","kml_4",0,0
"2020-06-03","kml_41",0,1
"2020-06-03","kml_42",0,0
"2020-06-03","kml_43",0,0
"2020-06-03","kml_44",0,0
"2020-06-03","kml_45",0,2
"2020-06-03","kml_46",0,0
"2020-06-03","kml_47",0,1
"2020-06-03","kml_48",0,0
"2020-06-03","kml_49",0,0
"2020-06-03","kml_5",0,2
"2020-06-03","kml_50",0,0
"2020-06-03","kml_51",0,2
"2020-06-03","kml_52",0,1
"2020-06-03","kml_53",1,2
"2020-06-03","kml_54",0,0
"2020-06-03","kml_55",0,2
"2020-06-03","kml_6",0,0
"2020-06-03","kml_8",0,0
"2020-06-03","kml_9",0,0
"2020-06-04","kml_1",0,0
"2020-06-04","kml_10",0,1
"2020-06-04","kml_11",0,1
"2020-06-04","kml_12",0,6
"2020-06-04","kml_13",0,0
"2020-06-04","kml_14",0,0
"2020-06-04","kml_15",0,0
"2020-06-04","kml_16",0,0
"2020-06-04","kml_17",0,0
"2020-06-04","kml_18",0,0
"2020-06-04","kml_19",0,2
"2020-06-04","kml_2",0,8
"2020-06-04","kml_20",0,0
"2020-06-04","kml_21",1,2
"2020-06-04","kml_22",0,0
"2020-06-04","kml_25",0,0
"2020-06-04","kml_26",0,0
"2020-06-04","kml_28",0,0
"2020-06-04","kml_29",0,1
"2020-06-04","kml_3",0,0
"2020-06-04","kml_30",0,0
"2020-06-04","kml_33",0,0
"2020-06-04","kml_34",0,0
"2020-06-04","kml_35",0,0
"2020-06-04","kml_36",0,0
"2020-06-04","kml_37",0,0
"2020-06-04","kml_39",0,1
"2020-06-04","kml_4",0,0
"2020-06-04","kml_41",0,1
"2020-06-04","kml_42",0,0
"2020-06-04","kml_43",0,0
"2020-06-04","kml_44",0,0
"2020-06-04","kml_45",0,2
"2020-06-04","kml_46",0,0
"2020-06-04","kml_47",0,1
"2020-06-04","kml_48",0,0
"2020-06-04","kml_49",0,0
"2020-06-04","kml_5",0,2
"2020-06-04","kml_50",0,0
"2020-06-04","kml_51",0,2
"2020-06-04","kml_52",0,1
"2020-06-04","kml_53",0,2
"2020-06-04","kml_54",0,0
"2020-06-04","kml_55",0,2
"2020-06-04","kml_6",0,0
"2020-06-04","kml_8",0,0
"2020-06-04","kml_9",0,0
"2020-06-06","kml_1",0,0
"2020-06-06","kml_10",0,1
"2020-06-06","kml_11",0,1
"2020-06-06","kml_12",1,7
"2020-06-06","kml_13",0,0
"2020-06-06","kml_14",0,0
"2020-06-06","kml_15",0,0
"2020-06-06","kml_16",0,0
"2020-06-06","kml_17",0,0
"2020-06-06","kml_18",0,0
"2020-06-06","kml_19",0,2
"2020-06-06","kml_2",0,8
"2020-06-06","kml_20",0,0
"2020-06-06","kml_21",0,2
"2020-06-06","kml_22",0,0
"2020-06-06","kml_25",0,0
"2020-06-06","kml_26",0,0
"2020-06-06","kml_28",0,0
"2020-06-06","kml_29",0,1
"2020-06-06","kml_3",0,0
"2020-06-06","kml_30",0,0
"2020-06-06","kml_33",0,0
